provider,job_id,n,observable,ideal,expectation_value,std,absolute_error,observable_type
IBM default,d8ri28i01fac73d4c7v0,80,Z66Z67,1.0,0.9786359389598256,0.0040595539215282,0.0213640610401744,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z67Z68,1.0,0.9817297499532333,0.0055810688887207,0.0182702500467668,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z68Z69,1.0,0.9691081215744892,0.0061878878585553,0.0308918784255106,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z69Z70,1.0,0.9606563490583628,0.0045495025399161,0.0393436509416371,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z70Z71,1.0,0.95402799377916,0.0043119845524318,0.0459720062208398,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z71Z72,1.0,0.9786572086366748,0.0044108430917343,0.0213427913633252,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z72Z73,1.0,0.9632490345085336,0.0038099280728206,0.0367509654914662,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z73Z74,1.0,0.9831875426515292,0.0036025635840518,0.0168124573484707,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z74Z75,1.0,0.9557301409153262,0.0047944957907721,0.0442698590846738,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z75Z76,1.0,0.974601373920716,0.0059926812805267,0.025398626079284,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z76Z77,1.0,0.9919420326066588,0.0038276020974232,0.0080579673933411,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z77Z78,1.0,0.987923453273054,0.0036563625442491,0.0120765467269461,Neighbor ZZ
IBM default,d8ri28i01fac73d4c7v0,80,Z78Z79,1.0,0.9816315171006248,0.0040564179138024,0.0183684828993753,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1.0,0.0038,0.9999927799739357,0.9962,Global X
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z0Z1,1.0,0.8876,0.4606150670570819,0.1124,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z1Z2,1.0,0.8846,0.4663505548404547,0.1153999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z2Z3,1.0,0.8574,0.5146505999219275,0.1425999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z3Z4,1.0,0.8838,0.4678648950284686,0.1161999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z4Z5,1.0,0.8824,0.4704999893730073,0.1176,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z5Z6,1.0,0.8854,0.4648299043736322,0.1146,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z6Z7,1.0,0.8718,0.4898619805618721,0.1281999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z7Z8,1.0,0.7048,0.7094060614344933,0.2952,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z8Z9,1.0,0.71,0.7042016756583301,0.29,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z9Z10,1.0,0.8476,0.5306356942385236,0.1523999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z10Z11,1.0,0.8684,0.4958643362856418,0.1316,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z11Z12,1.0,0.9046,0.426261469053913,0.0954,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z12Z13,1.0,0.908,0.4189701660023061,0.0919999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z13Z14,1.0,0.8886,0.4586829406027654,0.1114,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z14Z15,1.0,0.9072,0.4206996077963467,0.0928,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z15Z16,1.0,0.8794,0.4760836481123879,0.1206,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z16Z17,1.0,0.8772,0.4801251503514475,0.1228,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z17Z18,1.0,0.9204,0.390978055650186,0.0796,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z18Z19,1.0,0.9278,0.3730779543205415,0.0722,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z19Z20,1.0,0.9254,0.3789918732637944,0.0746,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z20Z21,1.0,0.926,0.3775235092017447,0.0739999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z21Z22,1.0,0.9148,0.4039071180358178,0.0852,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z22Z23,1.0,0.9338,0.3577954164044029,0.0662,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z23Z24,1.0,0.9294,0.3690740305142045,0.0706,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z24Z25,1.0,0.915,0.4034538387473837,0.0849999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z25Z26,1.0,0.8836,0.4682425012747134,0.1163999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z26Z27,1.0,0.9258,0.3780137034553114,0.0742,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z27Z28,1.0,0.918,0.3965803827725219,0.0819999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z28Z29,1.0,0.9206,0.3905069013474666,0.0794,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z29Z30,1.0,0.8948,0.4464671992431245,0.1051999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z30Z31,1.0,0.92,0.3919183588453084,0.0799999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z31Z32,1.0,0.9004,0.435063029916356,0.0996,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z32Z33,1.0,-0.4304,0.902638266416841,1.4304,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z33Z34,1.0,0.4736,0.8807400524558878,0.5264,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z34Z35,1.0,0.9024,0.4308993385931336,0.0976,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z35Z36,1.0,0.9094,0.4159226370372259,0.0906,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z36Z37,1.0,0.887,0.4617694229807772,0.1129999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z37Z38,1.0,0.8314,0.5556744010659479,0.1685999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z38Z39,1.0,0.8952,0.4456646272703275,0.1048,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z39Z40,1.0,0.9262,0.3770325715372612,0.0737999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z40Z41,1.0,0.9352,0.3541199796679084,0.0647999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z41Z42,1.0,0.9338,0.3577954164044029,0.0662,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z42Z43,1.0,0.9064,0.422420454050227,0.0936,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z43Z44,1.0,0.8738,0.4862854717138894,0.1261999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z44Z45,1.0,0.9136,0.4066141168233096,0.0864,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z45Z46,1.0,0.9426,0.3339240033300991,0.0574,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z46Z47,1.0,0.9432,0.3322254656103289,0.0567999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z47Z48,1.0,0.9506,0.3104184917172299,0.0494,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z48Z49,1.0,0.9358,0.3525313603071364,0.0642,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z49Z50,1.0,0.9224,0.3862359900371792,0.0776,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z50Z51,1.0,0.9274,0.3740711696990292,0.0726,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z51Z52,1.0,0.935,0.3546477125261065,0.0649999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z52Z53,1.0,0.9558,0.2940176185197072,0.0442,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z53Z54,1.0,0.934,0.3572730048576296,0.0659999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z54Z55,1.0,0.7758,0.6309788902966563,0.2241999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z55Z56,1.0,0.757,0.6534148758637195,0.243,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z56Z57,1.0,0.9048,0.4258367762417895,0.0951999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z57Z58,1.0,0.9442,0.3293726764623925,0.0557999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z58Z59,1.0,0.929,0.3700797211412697,0.0709999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z59Z60,1.0,0.9158,0.4016346100624299,0.0842,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z60Z61,1.0,0.9646,0.2637173486898425,0.0353999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z61Z62,1.0,0.957,0.2900879177077185,0.043,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z62Z63,1.0,0.9624,0.2716362273335423,0.0375999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z63Z64,1.0,0.9464,0.3229969659300222,0.0535999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z64Z65,1.0,0.952,0.306098023515344,0.048,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z65Z66,1.0,0.9372,0.3487924311105387,0.0627999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z66Z67,1.0,0.9308,0.3655288771082253,0.0692,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z67Z68,1.0,0.9414,0.3372922175206537,0.0585999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z68Z69,1.0,0.9652,0.2615128295132001,0.0348,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z69Z70,1.0,0.8526,0.522564101331119,0.1473999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z70Z71,1.0,0.8932,0.4496596045899609,0.1068,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z71Z72,1.0,0.8976,0.4408108891576977,0.1024,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z72Z73,1.0,0.9258,0.3780137034553114,0.0742,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z73Z74,1.0,0.9444,0.3287987834527372,0.0555999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z74Z75,1.0,0.9708,0.2398903082660907,0.0292,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z75Z76,1.0,0.9544,0.2985308024308379,0.0455999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z76Z77,1.0,0.9644,0.2644478020328395,0.0355999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z77Z78,1.0,0.9602,0.2793133723973843,0.0397999999999999,Neighbor ZZ
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z78Z79,1.0,0.9808,0.195016307010465,0.0191999999999999,Neighbor ZZ
