provider,job_id,n,observable,ideal,expectation_value,std,absolute_error
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z31Z32,1.0,0.9004,0.43506302991635604,0.09960000000000002
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z32Z33,1.0,-0.4304,0.902638266416841,1.4304000000000001
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z33Z34,1.0,0.4736,0.8807400524558878,0.5264
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z34Z35,1.0,0.9024,0.4308993385931336,0.09760000000000002
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z35Z36,1.0,0.9094,0.41592263703722593,0.09060000000000001
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z36Z37,1.0,0.887,0.4617694229807772,0.11299999999999999
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z37Z38,1.0,0.8314,0.5556744010659479,0.16859999999999997
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z38Z39,1.0,0.8952,0.4456646272703275,0.1048
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z39Z40,1.0,0.9262,0.3770325715372612,0.07379999999999998
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z40Z41,1.0,0.9352,0.3541199796679084,0.06479999999999997
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z41Z42,1.0,0.9338,0.35779541640440293,0.06620000000000004
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z42Z43,1.0,0.9064,0.42242045405022705,0.09360000000000002
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z43Z44,1.0,0.8738,0.48628547171388947,0.12619999999999998
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z44Z45,1.0,0.9136,0.4066141168233096,0.08640000000000003
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z45Z46,1.0,0.9426,0.33392400333009914,0.05740000000000001
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z46Z47,1.0,0.9432,0.33222546561032895,0.05679999999999996
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z47Z48,1.0,0.9506,0.31041849171722996,0.0494
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z48Z49,1.0,0.9358,0.3525313603071364,0.06420000000000003
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z49Z50,1.0,0.9224,0.38623599003717923,0.0776
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z50Z51,1.0,0.9274,0.37407116969902926,0.0726
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z51Z52,1.0,0.935,0.3546477125261065,0.06499999999999995
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z52Z53,1.0,0.9558,0.2940176185197072,0.04420000000000002
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z53Z54,1.0,0.934,0.35727300485762964,0.06599999999999995
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z54Z55,1.0,0.7758,0.6309788902966563,0.22419999999999995
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z55Z56,1.0,0.757,0.6534148758637195,0.243
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z56Z57,1.0,0.9048,0.4258367762417895,0.09519999999999995
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z57Z58,1.0,0.9442,0.3293726764623925,0.05579999999999996
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z58Z59,1.0,0.929,0.3700797211412697,0.07099999999999995
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z59Z60,1.0,0.9158,0.4016346100624299,0.08420000000000005
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z60Z61,1.0,0.9646,0.26371734868984253,0.03539999999999999
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z61Z62,1.0,0.957,0.2900879177077185,0.04300000000000004
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z62Z63,1.0,0.9624,0.2716362273335423,0.03759999999999997
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z63Z64,1.0,0.9464,0.3229969659300222,0.05359999999999998
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z64Z65,1.0,0.952,0.30609802351534404,0.04800000000000004
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z65Z66,1.0,0.9372,0.3487924311105387,0.06279999999999997
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z66Z67,1.0,0.9308,0.3655288771082253,0.06920000000000004
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z67Z68,1.0,0.9414,0.33729221752065375,0.058599999999999985
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z68Z69,1.0,0.9652,0.2615128295132001,0.03480000000000005
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z69Z70,1.0,0.8526,0.522564101331119,0.14739999999999998
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z70Z71,1.0,0.8932,0.4496596045899609,0.1068
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z71Z72,1.0,0.8976,0.4408108891576977,0.10240000000000005
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z72Z73,1.0,0.9258,0.3780137034553114,0.07420000000000004
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z73Z74,1.0,0.9444,0.3287987834527372,0.05559999999999998
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z74Z75,1.0,0.9708,0.23989030826609076,0.029200000000000004
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z75Z76,1.0,0.9544,0.2985308024308379,0.045599999999999974
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z76Z77,1.0,0.9644,0.2644478020328395,0.035599999999999965
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z77Z78,1.0,0.9602,0.2793133723973843,0.03979999999999995
Q-CTRL,3adfcd16-fe3a-4c8a-a36d-57bbb66ef6eb,80,Z78Z79,1.0,0.9808,0.19501630701046505,0.019199999999999995
